Readings,temperature,pressure,VRS01,VRR12,VRR22,VRR23,VRR33,VRS03,VRN13,VRS21,VRN16,VRN26,VRR43,VRS31,VRR21,VRR34,VRR11,VRR47,VRN21,VRI02,VRI01,VRR32,VRR41,VRS11,VRN24,VRN12,VRN23,VRN15,VRS12,VRS04,VRN11,VRR44,VRS22,VRR42,VRS02,VRR31,VRR24,VRS41,VRN27,VRR13,VRN14,VRR37,VRS32,VRS42,VRI03,VRN17,VRN22,VRN25,VRR17,VRR14,VRR27,Pred
84,277.5470946,14.58599697,0.03402446,0.191943344,0.057976593,0.051031342,0.112625122,0.047340912,10.04768704,0.231452469,62.79723694,-45.12055232,-238.6707526,0.251005646,0.111910156,-320.4523715,0.009927322,-262.3319673,21.11550345,0.00300087,1.770691071,-0.016330276,-247.6187948,0.230792313,-27.96277338,69.41691945,58.15953816,44.01418436,0.243539017,0.075060486,17.56968953,-340.193192,0.233065948,-239.5737764,0.079441315,0.001132584,0.050034241,0.192072876,18.24702644,0.032878204,-13.05006889,-0.027285431,0.18770636,0.141102402,0.004995575,26.50341391,29.28027321,7.104863861,0.185521927,0.02256842,-0.020555115,0
85,279.6073651,15.69889322,0.033996628,0.192132996,0.058240601,0.051173874,0.112534424,0.04732016,10.04768704,0.231445679,62.79723694,-45.12055232,-242.059674,0.250885666,0.1121073,-321.3732501,0.00993718,-259.4828587,21.11550345,0.003000687,1.771098587,-0.01616333,-257.8606214,0.230780762,-27.96277338,69.41691945,58.15953816,44.01418436,0.243888123,0.075062012,17.56968953,-343.7316817,0.232828201,-251.1778775,0.079439514,0.000829391,0.050269897,0.192223114,18.24702644,0.032926346,-13.05006889,-0.027285431,0.187754578,0.141109711,0.004996124,26.50341391,29.28027321,7.104863861,0.185485703,0.02267334,-0.020157043,0
86,281.5332714,15.81597414,0.03402417,0.192140167,0.058191376,0.051228485,0.112500061,0.04729805,10.04768704,0.231350754,62.79723694,-45.12055232,-238.6877207,0.250715729,0.111858597,-320.3394403,0.009792267,-262.4777191,21.11550345,0.003001068,1.771557526,-0.016003265,-246.3307928,0.230857941,-27.96277338,69.41691945,58.15953816,44.01418436,0.243967422,0.075046448,17.56968953,-339.8394702,0.232545059,-238.015851,0.079456894,0.001164474,0.050108597,0.192204239,18.24702644,0.032823715,-13.05006889,-0.027285431,0.187847244,0.141127426,0.004995605,26.50341391,29.28027321,7.104863861,0.185384918,0.022449097,-0.02011055,0
87,284.0619848,15.74949821,0.034041687,0.192103287,0.058064072,0.051050186,0.11221376,0.047289703,10.04768704,0.231292099,62.79723694,-45.12055232,-242.2315383,0.250797577,0.11195488,-321.7663781,0.009519196,-258.9772002,21.11550345,0.003000931,1.771939819,-0.016235062,-258.8783663,0.230844391,-27.96277338,69.41691945,58.15953816,44.01418436,0.243760971,0.075035614,17.56968953,-344.6035871,0.232802811,-252.3219583,0.079474854,-5.78E-05,0.050279678,0.192323303,18.24702644,0.032431793,-13.05006889,-0.027285431,0.187844955,0.141203079,0.004995728,26.50341391,29.28027321,7.104863861,0.185398254,0.022221786,-0.02025296,0
88,286.4236508,15.78345263,0.034047318,0.191937698,0.058070343,0.05092804,0.112072235,0.047297302,10.04768704,0.231271805,62.79723694,-45.12055232,-238.9078506,0.250911819,0.112037308,-319.8508624,0.009536102,-263.3617541,21.11550345,0.003001068,1.771344269,-0.016518448,-247.0501494,0.231020432,-27.96277338,69.41691945,58.15953816,44.01418436,0.24368045,0.075020691,17.56968953,-339.0175213,0.233012482,-236.5635568,0.079453369,0.001022781,0.050028854,0.192310944,18.24702644,0.032623749,-13.05006889,-0.027285431,0.187808426,0.141200516,0.004995819,26.50341391,29.28027321,7.104863861,0.185317215,0.022330826,-0.020179871,0
89,288.9135455,15.83094444,0.033988419,0.192064819,0.057961472,0.051054352,0.11208876,0.047262573,10.04768704,0.231305862,62.79723694,-45.12055232,-241.9314605,0.250704178,0.111683136,-322.5489006,0.009580353,-258.6039575,21.11550345,0.003000854,1.771662384,-0.016284668,-259.3374101,0.230817505,-27.96277338,69.41691945,58.15953816,44.01418436,0.243833694,0.074990952,17.56968953,-345.4474056,0.232335236,-253.6707616,0.079434982,0.000417114,0.050113037,0.192312347,18.24702644,0.032682877,-13.05006889,-0.027285431,0.187750015,0.141127533,0.004995422,26.50341391,29.28027321,7.104863861,0.185446671,0.022442383,-0.02021698,0
90,289.94728,15.8906931,0.033984741,0.19203537,0.058237549,0.051199783,0.112255051,0.047367493,10.04768704,0.231449921,62.79723694,-45.12055232,-239.6575058,0.250930908,0.11234024,-319.2239876,0.010047791,-262.7830999,21.11550345,0.003001144,1.770369583,-0.015214355,-246.0442208,0.230756851,-27.96277338,69.41691945,58.15953816,44.01418436,0.243869263,0.075087677,17.56968953,-337.7623478,0.233002991,-235.8734395,0.0794151,0.000912109,0.05000174,0.192153946,18.24702644,0.032850418,-13.05006889,-0.027285431,0.187772781,0.141086334,0.004996017,26.50341391,29.28027321,7.104863861,0.185608322,0.022764557,-0.020095993,0
91,288.8584219,15.87031,0.034000702,0.19212825,0.058449539,0.051047943,0.112275589,0.047355026,10.04768704,0.231332947,62.79723694,-45.12055232,-241.8221869,0.251020157,0.112318909,-323.0927841,0.009991196,-260.4387464,21.11550345,0.003000961,1.7701866,-0.015567383,-259.0613333,0.230855499,-27.96277338,69.41691945,58.15953816,44.01418436,0.243878036,0.07506871,17.56968953,-345.8778523,0.232838287,-253.5652978,0.079429321,0.001338196,0.050182999,0.192115417,18.24702644,0.03279274,-13.05006889,-0.027285431,0.18774968,0.141115295,0.004994873,26.50341391,29.28027321,7.104863861,0.185608719,0.022549774,-0.020018066,0
92,288.7773594,15.87290351,0.034005844,0.192067444,0.058396683,0.051117279,0.112216812,0.047377182,10.04768704,0.231096069,62.79723694,-45.12055232,-240.0654643,0.251040283,0.112257141,-319.1953576,0.009807205,-261.5437392,21.11550345,0.003001297,1.770421844,-0.016209396,-246.1694748,0.230809418,-27.96277338,69.41691945,58.15953816,44.01418436,0.243757294,0.075061676,17.56968953,-338.0807643,0.233202744,-235.9676404,0.079439941,0.001230652,0.049978973,0.192245148,18.24702644,0.032609024,-13.05006889,-0.027285431,0.187771973,0.141609573,0.004995331,26.50341391,29.28027321,7.104863861,0.185581146,0.022691849,-0.020181412,0
93,289.6052162,15.87922778,0.033987473,0.192119324,0.058424622,0.050822495,0.112284485,0.047407043,10.04768704,0.231448196,62.79723694,-45.12055232,-239.8671138,0.251214828,0.112198975,-322.7487595,0.010122513,-261.4340181,21.11550345,0.003001221,1.769828751,-0.015471466,-258.939672,0.230837006,-27.96277338,69.41691945,58.15953816,44.01418436,0.244140778,0.075086685,17.56968953,-345.6307153,0.232885696,-253.2469649,0.079420212,0.000838242,0.050040741,0.192088821,18.24702644,0.033186615,-13.05006889,-0.027285431,0.187703415,0.14162355,0.004995804,26.50341391,29.28027321,7.104863861,0.185547379,0.022665909,-0.020217804,0
94,290.2822121,15.79893051,0.033991638,0.192121033,0.058341782,0.051235428,0.112462418,0.047414948,10.04768704,0.231383087,62.79723694,-45.12055232,-240.8103119,0.251047318,0.112304382,-319.6379818,0.010163773,-260.0850685,21.11550345,0.003001129,1.770019363,-0.015349869,-246.5582423,0.23073555,-27.96277338,69.41691945,58.15953816,44.01418436,0.24374086,0.075116623,17.56968953,-337.8432189,0.233431595,-236.5456937,0.079399719,0.000941437,0.050098114,0.192215195,18.24702644,0.033296158,-13.05006889,-0.027285431,0.187843399,0.141658096,0.004996063,26.50341391,29.28027321,7.104863861,0.185685043,0.022800781,-0.020176132,0
95,290.3826364,15.772185,0.034007446,0.1921436,0.058163757,0.051134247,0.112439102,0.047129837,10.04768704,0.231408051,62.79723694,-45.12055232,-240.4779675,0.251337097,0.11218071,-322.3776793,0.010148834,-261.5709693,21.11550345,0.003001175,1.769997528,-0.015367325,-259.1863787,0.230779999,-27.96277338,69.41691945,58.15953816,44.01418436,0.243694077,0.075088455,17.56968953,-346.2462932,0.233059784,-252.9154613,0.079417313,0.001266907,0.050111633,0.192260269,18.24702644,0.033283997,-13.05006889,-0.027285431,0.187837143,0.141743011,0.004995804,26.50341391,29.28027321,7.104863861,0.185609619,0.022661484,-0.020197327,0
96,290.4180541,15.76436379,0.033977295,0.191942673,0.058041168,0.050934601,0.112379425,0.047614044,10.04768704,0.23148822,62.79723694,-45.12055232,-241.185922,0.251342194,0.112118454,-319.7708772,0.010005127,-259.7220005,21.11550345,0.003001236,1.769934265,-0.015528885,-246.9742009,0.231108871,-27.96277338,69.41691945,58.15953816,44.01418436,0.24390596,0.075103378,17.56968953,-337.0131661,0.232774445,-236.6911001,0.079416962,0.000726044,0.049949203,0.192245667,18.24702644,0.033206497,-13.05006889,-0.027285431,0.187799042,0.141696228,0.004995621,26.50341391,29.28027321,7.104863861,0.185327301,0.022535416,-0.020277847,0
97,290.2260698,15.78667759,0.033938583,0.192047485,0.058179367,0.05079245,0.11260585,0.047215942,10.04768704,0.231373398,62.79723694,-45.12055232,-239.9864557,0.251033417,0.112428848,-322.54193,0.010247238,-262.6358696,21.11550345,0.003001129,1.768768845,-0.014850143,-259.3398343,0.230855255,-27.96277338,69.41691945,58.15953816,44.01418436,0.243826553,0.075136551,17.56968953,-347.715935,0.233070099,-254.1843627,0.079374847,0.000874939,0.049638153,0.192189178,18.24702644,0.033400986,-13.05006889,-0.027285431,0.187733521,0.141517319,0.004995712,26.50341391,29.28027321,7.104863861,0.185632172,0.022600876,-0.020241348,0
98,290.2536977,15.77193167,0.033906769,0.191852005,0.058243423,0.050711441,0.112649963,0.049835312,10.04768704,0.231580109,62.79723694,-45.12055232,-241.0016233,0.251213882,0.112370224,-319.4964375,0.010530548,-259.6949029,21.11550345,0.003001633,1.767973938,-0.014902664,-245.7218342,0.230834259,-27.96277338,69.41691945,58.15953816,44.01418436,0.243488693,0.075155228,17.56968953,-335.5534654,0.233823898,-235.7760284,0.079359207,0.001031906,0.049375458,0.192023346,18.24702644,0.033566269,-13.05006889,-0.027285431,0.187737259,0.141486008,0.004996231,26.50341391,29.28027321,7.104863861,0.185561569,0.022622711,-0.020575287,0
99,290.2014074,15.77825,0.033864563,0.19194783,0.05839212,0.051021545,0.112692627,0.04737352,10.04768704,0.231430069,62.79723694,-45.12055232,-240.0402412,0.251313492,0.112554825,-322.9079354,0.010674744,-263.7797277,21.11550345,0.003001328,1.767588562,-0.014646957,-258.5228822,0.230929642,-27.96277338,69.41691945,58.15953816,44.01418436,0.24361232,0.075096268,17.56968953,-349.688924,0.233193039,-253.4994378,0.079348831,0.001937943,0.049358658,0.191960693,18.24702644,0.033665695,-13.05006889,-0.027285431,0.18752301,0.141235001,0.004995361,26.50341391,29.28027321,7.104863861,0.185630997,0.022846924,-0.020514999,0
100,289.9928333,15.77079492,0.033914413,0.192116943,0.058347198,0.051276367,0.112334122,0.04740686,10.04768704,0.231354187,62.79723694,-45.12055232,-240.902039,0.250965881,0.112459091,-319.5136543,0.010483597,-257.4572439,21.11550345,0.003001205,1.76890181,-0.015196655,-246.8510871,0.230933655,-27.96277338,69.41691945,58.15953816,44.01418436,0.243552948,0.075103683,17.56968953,-333.7840797,0.233256409,-236.2716955,0.079374664,0.001209045,0.049695847,0.192257874,18.24702644,0.033535126,-13.05006889,-0.027285431,0.187633743,0.141383514,0.004995865,26.50341391,29.28027321,7.104863861,0.185548294,0.022821259,-0.020580383,0
101,289.8336275,15.77091525,0.033877853,0.191939392,0.058239044,0.050958511,0.112640717,0.049003769,10.04768704,0.23151857,62.79723694,-45.12055232,-240.3974178,0.251428116,0.112320938,-323.1875116,0.010953918,-264.7137824,21.11550345,0.003001907,1.768525482,-0.014994446,-258.2911849,0.230672684,-27.96277338,69.41691945,58.15953816,44.01418436,0.243437363,0.075197052,17.56968953,-348.9344606,0.234076492,-253.8637183,0.079387756,0.001020157,0.049519272,0.192118439,18.24702644,0.033641724,-13.05006889,-0.027285431,0.187686386,0.140989014,0.004996323,26.50341391,29.28027321,7.104863861,0.185612686,0.022652756,-0.02074234,0
102,289.9093125,15.78138667,0.033925613,0.191731613,0.058043427,0.050819214,0.112519363,0.047515137,10.04768704,0.231449677,62.79723694,-45.12055232,-241.0497845,0.251231613,0.112174759,-319.8874302,0.010282074,-257.2193332,21.11550345,0.003001785,1.769257233,-0.015345688,-246.8955786,0.230769363,-27.96277338,69.41691945,58.15953816,44.01418436,0.243571304,0.075129547,17.56968953,-334.1214081,0.233602692,-236.2003095,0.079420029,0.001354294,0.049526443,0.192219849,18.24702644,0.032872726,-13.05006889,-0.027285431,0.187687256,0.141054764,0.004996063,26.50341391,29.28027321,7.104863861,0.185380997,0.022755386,-0.020557526,0
103,289.8894706,15.79449828,0.033901138,0.191779892,0.058315262,0.050984909,0.112843552,0.047481995,10.04768704,0.231502853,62.79723694,-45.12055232,-240.4106146,0.251621536,0.112721817,-323.5236297,0.010535278,-265.0678966,21.11550345,0.003002075,1.769030975,-0.015033661,-258.0303787,0.231012344,-27.96277338,69.41691945,58.15953816,44.01418436,0.243542892,0.075156326,17.56968953,-350.4488118,0.233254669,-253.9233366,0.079426605,0.000807144,0.049581711,0.19213472,18.24702644,0.033147797,-13.05006889,-0.027285431,0.187790298,0.141098083,0.004995407,26.50341391,29.28027321,7.104863861,0.18549762,0.022464432,-0.020394409,0
104,289.9381837,15.79207895,0.033924728,0.192109039,0.05821756,0.051242615,0.112737396,0.047400345,10.04768704,0.231328491,62.79723694,-45.12055232,-240.98212,0.251190796,0.112409729,-319.5073638,0.010305664,-256.5131793,21.11550345,0.003001755,1.770019073,-0.014946274,-247.0939474,0.231159348,-27.96277338,69.41691945,58.15953816,44.01418436,0.243623627,0.075112061,17.56968953,-332.9004063,0.233383026,-236.1640471,0.079458496,0.001561859,0.049819412,0.192252365,18.24702644,0.033137009,-13.05006889,-0.027285431,0.187791458,0.141110992,0.004995453,26.50341391,29.28027321,7.104863861,0.185435745,0.022732117,-0.020318405,0
105,289.9553265,15.7797339,0.033909439,0.191933762,0.058255493,0.051271042,0.112238678,0.047326721,10.04768704,0.231214218,62.79723694,-45.12055232,-239.652528,0.250755692,0.112370834,-322.9102243,0.009969818,-265.7212834,21.11550345,0.003000885,1.769686127,-0.015695755,-257.3933032,0.230570068,-27.96277338,69.41691945,58.15953816,44.01418436,0.243752502,0.075031479,17.56968953,-351.0680826,0.233210632,-253.892802,0.079417114,0.000982697,0.050030594,0.1919599,18.24702644,0.03283403,-13.05006889,-0.027285431,0.187673782,0.141071411,0.004994934,26.50341391,29.28027321,7.104863861,0.185605453,0.022765518,-0.020117752,0
106,289.98682,15.84818,0.033923294,0.191768814,0.058083115,0.051302536,0.111918686,0.047280762,10.04768704,0.231173065,62.79723694,-45.12055232,-242.551765,0.250769272,0.11199353,-319.4173208,0.009360352,-256.2246356,21.11550345,0.003000885,1.770830734,-0.016126923,-247.3798241,0.230645691,-27.96277338,69.41691945,58.15953816,44.01418436,0.243605194,0.074999023,17.56968953,-332.5187363,0.232288422,-235.7230326,0.079453934,0.000615753,0.05001506,0.192228622,18.24702644,0.032420029,-13.05006889,-0.027285431,0.187737732,0.141120407,0.004995148,26.50341391,29.28027321,7.104863861,0.185220963,0.022285355,-0.02006012,0
107,290.0940889,15.94351552,0.033920364,0.191605606,0.057896729,0.051062576,0.111871185,0.047269119,10.04768704,0.231391998,62.79723694,-45.12055232,-238.0771991,0.250800934,0.111779205,-323.8268246,0.009170822,-266.3592303,21.11550345,0.003000702,1.771203659,-0.016506454,-258.0410116,0.230665802,-27.96277338,69.41691945,58.15953816,44.01418436,0.243547958,0.074969574,17.56968953,-351.3564319,0.232616196,-254.4663846,0.07945546,0.00085495,0.049921921,0.191935257,18.24702644,0.032266586,-13.05006889,-0.027285431,0.187750916,0.141165802,0.004995255,26.50341391,29.28027321,7.104863861,0.185226746,0.022193222,-0.020145523,0
108,290.1788936,15.83976964,0.033946274,0.191728378,0.057993164,0.051213776,0.111970535,0.047337311,10.04768704,0.230993423,62.79723694,-45.12055232,-243.7494497,0.250549469,0.111872269,-318.0466647,0.00919635,-255.4149552,21.11550345,0.003000641,1.771320602,-0.016218292,-248.4605406,0.23045726,-27.96277338,69.41691945,58.15953816,44.01418436,0.24378894,0.074955963,17.56968953,-331.944128,0.232635513,-235.2213925,0.079456451,0.000408951,0.050246307,0.192053207,18.24702644,0.032497498,-13.05006889,-0.027285431,0.187711151,0.141129898,0.00499498,26.50341391,29.28027321,7.104863861,0.185109955,0.022368942,-0.0201866,0
109,290.210619,15.92885789,0.033933868,0.191753021,0.058132462,0.051162247,0.111862656,0.048499283,10.04768704,0.231102676,62.79723694,-45.12055232,-236.9673096,0.250492462,0.111962723,-324.6920225,0.009280426,-266.7618659,21.11550345,0.003000641,1.771006241,-0.01628862,-256.0792957,0.230581192,-27.96277338,69.41691945,58.15953816,44.01418436,0.243699631,0.074964066,17.56968953,-351.5757199,0.232389114,-255.0110686,0.079434174,0.000974045,0.050382584,0.192160828,18.24702644,0.032564713,-13.05006889,-0.027285431,0.187773666,0.14113121,0.004994995,26.50341391,29.28027321,7.104863861,0.185220718,0.022398849,-0.019906891,0
110,290.2533191,15.90571186,0.033927933,0.191824036,0.058386124,0.051357605,0.111690018,0.047694519,10.04768704,0.230946701,62.79723694,-45.12055232,-244.3166758,0.250302231,0.112106308,-317.399111,0.009029633,-254.8260686,21.11550345,0.003000595,1.771124847,-0.016428207,-249.4476328,0.230558914,-27.96277338,69.41691945,58.15953816,44.01418436,0.24370076,0.074922714,17.56968953,-331.7699328,0.232414322,-235.1552968,0.07940831,0.001330002,0.050485703,0.19197464,18.24702644,0.032301056,-13.05006889,-0.027285431,0.18766626,0.141099167,0.004994293,26.50341391,29.28027321,7.104863861,0.185109894,0.022335587,-0.019850571,0
111,290.4322222,15.87390909,0.033945694,0.19184584,0.058493301,0.051225998,0.11175264,0.047340164,10.04768704,0.230894287,62.79723694,-45.12055232,-236.7462283,0.250498825,0.112133179,-324.9815485,0.008667969,-268.1003016,21.11550345,0.003000809,1.771111023,-0.016348175,-255.9911542,0.230769165,-27.96277338,69.41691945,58.15953816,44.01418436,0.243657135,0.074924469,17.56968953,-351.4611081,0.231706421,-254.7245297,0.079437515,0.001045715,0.050507568,0.192148056,18.24702644,0.032082596,-13.05006889,-0.027285431,0.187818115,0.141117493,0.004994553,26.50341391,29.28027321,7.104863861,0.185123199,0.022239777,-0.019667938,0
112,290.484,15.94058276,0.033966095,0.191965378,0.058614746,0.051487244,0.11154718,0.047202774,10.04768704,0.230996063,62.79723694,-45.12055232,-244.415799,0.250588287,0.112043625,-316.8531911,0.008658249,-253.7885712,21.11550345,0.003000702,1.77135997,-0.016861816,-248.6873291,0.23060997,-27.96277338,69.41691945,58.15953816,44.01418436,0.24365918,0.074921432,17.56968953,-331.9598667,0.231909698,-234.9225938,0.079474731,0.000863541,0.050608429,0.192132339,18.24702644,0.032171692,-13.05006889,-0.027285431,0.187836365,0.141169601,0.004994675,26.50341391,29.28027321,7.104863861,0.185084778,0.022285568,-0.01971788,0
113,290.4141667,16.57729583,0.033965881,0.191867386,0.058691284,0.051666916,0.111551315,0.047124466,10.04768704,0.230979538,62.79723694,-45.12055232,-247.3809324,0.250422134,0.112003235,-316.1065012,0.008378662,-253.3910986,21.11550345,0.003000366,1.772148453,-0.017109436,-247.4420672,0.230598831,-27.96277338,69.41691945,58.15953816,44.01418436,0.243503967,0.074883072,17.56968953,-330.949541,0.231955673,-234.5924202,0.079471405,0.000816299,0.05069841,0.192058731,18.24702644,0.031969437,-13.05006889,-0.027285431,0.187818161,0.141196564,0.004993408,26.50341391,29.28027321,7.104863861,0.185099289,0.022049301,-0.019234451,0
114,290.0056939,16.57746279,0.033972234,0.191888306,0.058616186,0.051717753,0.111490733,0.047126378,10.04768704,0.230846354,62.79723694,-45.12055232,-238.6241519,0.250422836,0.111865041,-323.1661278,0.008274119,-263.7282966,21.11550345,0.003000397,1.77160643,-0.017311483,-253.5620447,0.230514196,-27.96277338,69.41691945,58.15953816,44.01418436,0.243643071,0.074863602,17.56968953,-345.2581403,0.231859772,-248.6098829,0.079467468,-0.000157527,0.050802862,0.191965093,18.24702644,0.031950399,-13.05006889,-0.027285431,0.187783803,0.141181981,0.00499382,26.50341391,29.28027321,7.104863861,0.184771937,0.022219671,-0.019494029,0
115,289.1276111,16.58592041,0.033976212,0.191808868,0.058575684,0.051578049,0.11159314,0.047153168,10.04768704,0.231031799,62.79723694,-45.12055232,-242.147152,0.250562881,0.11198317,-319.5833661,0.008029831,-256.0053862,21.11550345,0.00300061,1.771788986,-0.017233429,-247.9640815,0.230368195,-27.96277338,69.41691945,58.15953816,44.01418436,0.243768982,0.074875793,17.56968953,-332.5668265,0.23191362,-235.7786261,0.079459473,0.000261719,0.050664032,0.192001038,18.24702644,0.031961792,-13.05006889,-0.027285431,0.187819702,0.141184937,0.004994308,26.50341391,29.28027321,7.104863861,0.184755661,0.022111847,-0.019299927,0
116,288.119,16.58562245,0.03400293,0.191806732,0.058814575,0.051575409,0.111401642,0.047150803,10.04768704,0.230803726,62.79723694,-45.12055232,-233.9548372,0.250338501,0.111957184,-327.6392173,0.008181198,-269.8803434,21.11550345,0.003000305,1.772107666,-0.017467865,-256.6563237,0.230539795,-27.96277338,69.41691945,58.15953816,44.01418436,0.243813751,0.074846497,17.56968953,-352.9167128,0.231507492,-255.9553313,0.079481888,0.00036998,0.050704178,0.192088882,18.24702644,0.032024323,-13.05006889,-0.027285431,0.187762802,0.141194092,0.004994171,26.50341391,29.28027321,7.104863861,0.184688995,0.022102753,-0.019383911,0
117,288.0048958,16.574975,0.034007751,0.191940247,0.058522308,0.05168306,0.111516205,0.047114166,10.04768704,0.230858582,62.79723694,-45.12055232,-247.5806965,0.25023291,0.111928635,-314.5000766,0.008270401,-252.1554141,21.11550345,0.003000305,1.772121628,-0.017345444,-247.8072334,0.230316284,-27.96277338,69.41691945,58.15953816,44.01418436,0.243714554,0.074820831,17.56968953,-329.6863782,0.231896805,-233.7879967,0.079494415,0.000388641,0.050907043,0.192121887,18.24702644,0.032108078,-13.05006889,-0.027285431,0.187856186,0.141218735,0.004994171,26.50341391,29.28027321,7.104863861,0.184929077,0.022132828,-0.0195112,0
118,288.0247955,16.285745,0.033994675,0.191663757,0.058541626,0.051806595,0.111484253,0.047119385,10.04768704,0.230879379,62.79723694,-45.12055232,-233.9078788,0.250358566,0.112034714,-328.0395484,0.008212845,-269.6793552,21.11550345,0.003000351,1.771921478,-0.017185211,-257.0417232,0.230374771,-27.96277338,69.41691945,58.15953816,44.01418436,0.243720139,0.074824188,17.56968953,-354.677306,0.231708328,-255.9609516,0.079462341,-0.000145218,0.050645203,0.192039841,18.24702644,0.031758469,-13.05006889,-0.027285431,0.187778183,0.141199509,0.004994141,26.50341391,29.28027321,7.104863861,0.18490419,0.022080536,-0.019338913,0
119,287.9720638,16.47418545,0.034016052,0.192006424,0.058848434,0.051989212,0.111354324,0.047059189,10.04768704,0.230822113,62.79723694,-45.12055232,-247.2758698,0.250409805,0.112068924,-313.6964154,0.007988464,-251.230102,21.11550345,0.00300029,1.772601227,-0.017806,-248.9041817,0.230565979,-27.96277338,69.41691945,58.15953816,44.01418436,0.243496536,0.074788162,17.56968953,-329.2035465,0.231369507,-233.5712839,0.079485626,0.000360672,0.051007294,0.19195314,18.24702644,0.031854553,-13.05006889,-0.027285431,0.187856049,0.141259033,0.004993973,26.50341391,29.28027321,7.104863861,0.184731171,0.022052795,-0.019144852,0
120,287.9611556,16.57160185,0.034015579,0.192025314,0.058826736,0.051976349,0.111302002,0.047040222,10.04768704,0.23098613,62.79723694,-45.12055232,-232.5966023,0.250561691,0.112085052,-329.285382,0.007963272,-271.7975939,21.11550345,0.003000351,1.772784424,-0.017856583,-256.8855277,0.2304879,-27.96277338,69.41691945,58.15953816,44.01418436,0.24364035,0.074797546,17.56968953,-355.3064236,0.231345123,-256.5511281,0.079503815,0.001141937,0.051087479,0.192150848,18.24702644,0.031732635,-13.05006889,-0.027285431,0.187872192,0.141294037,0.004994217,26.50341391,29.28027321,7.104863861,0.184731873,0.022196396,-0.019080826,0
121,287.889,16.58177619,0.033974136,0.191772415,0.058782181,0.051990601,0.1113069,0.047041168,10.04768704,0.230554443,62.79723694,-45.12055232,-248.5334622,0.249985519,0.111863419,-311.9538879,0.007522308,-250.0087593,21.11550345,0.003000244,1.772829559,-0.018080276,-249.469265,0.230348724,-27.96277338,69.41691945,58.15953816,44.01418436,0.243728851,0.07478418,17.56968953,-328.1149015,0.231344833,-233.8833405,0.079481125,0.000722717,0.050950104,0.19183989,18.24702644,0.031221939,-13.05006889,-0.027285431,0.187869736,0.141272903,0.004993973,26.50341391,29.28027321,7.104863861,0.184560272,0.021853165,-0.019093811,0
122,287.875,16.576548,0.034019135,0.191935181,0.058746124,0.052074524,0.111373825,0.047024841,10.04768704,0.230468964,62.79723694,-45.12055232,-232.8713894,0.250077698,0.111801315,-330.5594921,0.007761246,-270.940915,21.11550345,0.003000229,1.773247864,-0.017845398,-255.927098,0.230477646,-27.96277338,69.41691945,58.15953816,44.01418436,0.243778152,0.074769974,17.56968953,-356.3307148,0.231289185,-255.6183478,0.079518234,0.000492569,0.050959091,0.192097519,18.24702644,0.031551697,-13.05006889,-0.027285431,0.187850998,0.141266739,0.004993958,26.50341391,29.28027321,7.104863861,0.184657379,0.022006302,-0.019266861,0
123,287.8481714,16.57901591,0.033999664,0.191883163,0.058647781,0.052030167,0.111256302,0.046998398,10.04768704,0.230602341,62.79723694,-45.12055232,-248.1236837,0.25003624,0.111761108,-311.8789979,0.007620575,-250.4780365,21.11550345,0.003000305,1.773033646,-0.017852814,-249.411175,0.230378235,-27.96277338,69.41691945,58.15953816,44.01418436,0.243665359,0.074752121,17.56968953,-327.0233917,0.230937912,-234.6174066,0.079499619,0.000319656,0.051015442,0.191924042,18.24702644,0.031393021,-13.05006889,-0.027285431,0.187828064,0.141275421,0.004993683,26.50341391,29.28027321,7.104863861,0.184733047,0.021706604,-0.019201675,0
124,287.9897021,16.57410392,0.03402948,0.1919077,0.058730087,0.051922195,0.111228195,0.047002106,10.04768704,0.230774368,62.79723694,-45.12055232,-232.9442319,0.25002121,0.111833313,-330.905292,0.007479767,-272.6586854,21.11550345,0.003000244,1.773446899,-0.018026901,-255.351518,0.230402328,-27.96277338,69.41691945,58.15953816,44.01418436,0.243677414,0.074755142,17.56968953,-356.1126308,0.231106796,-255.0620025,0.079518463,0.001261826,0.051033752,0.192086624,18.24702644,0.031274979,-13.05006889,-0.027285431,0.187862534,0.141300903,0.004994156,26.50341391,29.28027321,7.104863861,0.18482753,0.021780869,-0.019040665,0
125,288.0672143,16.57999722,0.034057678,0.191824371,0.05869339,0.051967056,0.111102661,0.047020752,10.04768704,0.230477554,62.79723694,-45.12055232,-248.5641162,0.2500401,0.111783798,-311.5868322,0.007470993,-249.3771116,21.11550345,0.003000366,1.773511124,-0.018054123,-250.0857005,0.230276871,-27.96277338,69.41691945,58.15953816,44.01418436,0.243674271,0.074737061,17.56968953,-328.0155426,0.230943802,-233.8242982,0.079526245,0.000723343,0.051013718,0.192053207,18.24702644,0.031478592,-13.05006889,-0.027285431,0.187908295,0.141360626,0.004993881,26.50341391,29.28027321,7.104863861,0.184704025,0.0216297,-0.019101547,0
